NAME1,ADDRESS,TK,NAME,TITLE,TITLE_1, 
Σέσκλο,,38500,Σέσκλο,ΙΓ' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Προϊστορικός οικισμός, 
Σιδηροκαύσια-Στάγειρα,,,Στάγειρα,10η Εφορεία Βυζαντινών Αρχαιοτήτων,Πόλη - κάστρο, 
Σιδηροκαύσια-Στάγειρα,,,Στάγειρα,10η Εφορεία Βυζαντινών Αρχαιοτήτων,Μεταλλευτικό συγκρότημα, 
Σικυών,Σικυώνα (πρώην Βασιλικό),,Σικυώνα,ΛΖ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Σικυών,Σικυώνα (πρώην Βασιλικό),,Σικυώνα,ΛΖ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Σκάρκος Ίου,Σκάρκος,,Ιος,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Σούριζα (Δρυμός) Λαυρεωτικής,,,Λαύριο,Β΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Μεταλλευτικό συγκρότημα, 
Σπαλιαρέικα,περιοχή ποταμού Σερβινής,,Πάτρα,ΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Σπιναλόγκα,,,Σπιναλόγκα,13η Εφορεία Βυζαντινών Αρχαιοτήτων,Οχύρωση, 
Στάγειρα,,57014,Ολυμπιάδα,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
"Σταθμός ΜΕΤΡΟ ""Ελαιώνας""",,,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Υποδομής, 
Στοά  Αβάτου Ιερού Ασκληπιού Επιδαύρου,,,Λυγουριό,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Στοά, 
"Στύλος, θέση Αζοϊρές",,,Αρμένοι,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Συγκρότημα χώρων (Νέα Ρόδα),,,Νέα Ρόδα,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Υποδομής, 
Συία ,,,Σούγια,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Συνοικία Λαδέμπορου,,,Μυκήνες,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Διαμονής, 
Συνοικία Λαδέμπορου,,,Μυκήνες,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Κέντρα Διοίκησης, 
Συνοικία Ντόλτσο,,,Καστοριά,16η Εφορεία Βυζαντινών Αρχαιοτήτων,Οικιστικό σύνολο, 
Τάρρα,,73011,Αγία Ρούμελη,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Ταφικός περίβολος Ρίζιανης,Άγιος Γεώργιος (Ρίζιανη),461 00,Παραπόταμος,ΛΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Τείχος Δυμαίων,,,Πάτρα,ΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Τίρυνθα,,,Τίρυνθα,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οχύρωση, 
Τίρυνθα,,,Τίρυνθα,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Τολοφώνα,,,Δελφοί,Ι΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Τορώνη,,63072,Τορώνη,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Τούμπα Θεσσαλονίκης,,,Θεσσαλονίκη,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Τράπεζα Άνω Τούμπας Θεσσαλονίκης,,,Άνω Τούμπα,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Τράπεζα Θέρμης,,,Θέρμη,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικιστικό σύνολο, 
Τρυπητός,,,Σητεία,ΚΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Τύλισος,,71500,Τύλισος,ΚΓ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Διοικητικό Κέντρο, 
Τύμβος Συκεώνα,,,Θεσσαλία,ΛΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ταφικοί Τύμβοι, 
Υπαίθριος εκθεσιακός χώρος Πλατείας Συντάγματος,Πλατεία Συντάγματος,,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Υποβρύχια σωστική ανασκαφή στο λιμάνι Παροικιάς Πάρου,,,Πάρος,Εφορεία Εναλίων Αρχαιοτήτων,Λιμενικές εγκαταστάσεις, 
Ύρια,,,Λιβάδι Νάξου,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Υρτακίνα,,,Δήμος Ανατολικού Σελίνου,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Υρτακίνα,,,Δήμος Ανατολικού Σελίνου,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Φαιστός,,70200,Φαιστός,ΚΓ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Φαλάσαρνα,,73400,Φαλάσαρνα,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Λιμενικές εγκαταστάσεις, 
Φαλάσαρνα,,73400,Φαλάσαρνα,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Φεραί,,37500,Βελεστίνο,ΙΓ' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Φθιώτιδες Θήβες,,37400,Νέα Αγχίαλος,ΙΓ' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Φίλια - Ιερό Ιτωνίας Αθηνάς,Φίλια,,Θεσσαλία,ΛΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Φίλιπποι,,,Φίλιπποι,ΙΗ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Φραγκοκάστελλο Σφακίων,,,Χανιά,28η Εφορεία Βυζαντινών Αρχαιοτήτων,Λατρευτικοί, 
Φραγκοκάστελλο Σφακίων,,,Χανιά,28η Εφορεία Βυζαντινών Αρχαιοτήτων,Αμυντικοί, 
Φράγμα Επτά Πηγών,,,Αρχάγγελος,Υπηρεσία Νεωτέρων Μνημείων και Τεχνικών Έργων Δωδεκανήσου,Υποδομής, 
Φρούριο,,,Σούνιο,Β΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αμυντικοί, 
Φρούριο Παλαμηδίου,Λόφος Παλαμηδίου,211 00,Ναύπλιο,25η Εφορεία Βυζαντινών Αρχαιοτήτων,Οχύρωση, 
Φρούριο Παλαμηδίου,Λόφος Παλαμηδίου,211 00,Ναύπλιο,25η Εφορεία Βυζαντινών Αρχαιοτήτων,Κάστρο, 
Φρούριο Παλαμηδίου,Λόφος Παλαμηδίου,211 00,Ναύπλιο,25η Εφορεία Βυζαντινών Αρχαιοτήτων,Μπαρόκ, 
Φρούριο Φυλής,,,Φυλή,Β΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αμυντικοί, 
Φυλακωπή Μήλου,Μήλος,,Φυλακωπή Μήλου,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Χαιρώνεια,,,Χαιρώνεια,Θ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Προϊστορικός οικισμός, 
Χάλειον,,33052,Γαλαξείδι,Ι΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οχύρωση, 
Χαλκουργεία,,,Αθήνα,Α' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ενασχολήσεων, 
Χρυσόπολις-Ηϊόνα,,,Οφρύνιον,12η Εφορεία Βυζαντινών Αρχαιοτήτων,Πόλη, 
Χώρα της Αμοργού,,,Χώρα Αμοργού,2η Εφορεία Βυζαντινών Αρχαιοτήτων,Προϊστορικός οικισμός, 
Χώρος θυσίας Καλαβρύτων,,,Καλάβρυτα,Υπηρεσία Νεωτέρων Μνημείων και Τεχνικών Έργων Δυτικής Ελλάδας,Αναμνηστικού - Διακοσμητικού χαρακτήρα, 
Ψάρι,,,Ψάρι Τριφυλίας,ΛΗ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Θολωτοί τάφοι, 
